repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
KozGit/DOOM-3-BFG-VR,164,195b99e39fdda73facd73cac61e7ce317fc92e33,neo/sys/posix/posix_main.cpp,modified,1,1,2,"@@ -995,7 +995,7 @@ void Posix_LateInit()
 	Posix_InitConsoleInput();
 	com_pid.SetInteger( getpid() );
 	common->Printf( ""pid: %d\n"", com_pid.GetInteger() );
-	common->Printf( ""%d MB System Memory\n"", Sys_GetSystemRam() );
+//	common->Printf( ""%d MB System Memory\n"", Sys_GetSystemRam() );
 	
 //#ifndef ID_DEDICATED
 	//common->Printf( ""%d MB Video Memory\n"", Sys_GetVideoRam() );"
