repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
LivingFray/HaloCEVR,33,34f0e2993ba8307377c2d8ed6cfc1715590389a2,HaloCEVR/Game.cpp,modified,1,1,2,"@@ -893,7 +893,7 @@ void Game::SetupConfigs()
 	c_MenuOverlayScale = config.RegisterFloat(""MenuOverlayScale"", ""Width of the menu overlay in metres"", 10.0f);
 	c_CrosshairScale = config.RegisterFloat(""CrosshairScale"", ""Width of the crosshair overlay in metres"", 10.0f);
 	c_UIOverlayCurvature = config.RegisterFloat(""UIOverlayCurvature"", ""Curvature of the UI Overlay, on a scale of 0 to 1"", 0.1f);
-	c_UIOverlayWidth = config.RegisterInt(""UIOverlayWidth"", ""Width of the UI overlay in pixels"", 600);
+	c_UIOverlayWidth = config.RegisterInt(""UIOverlayWidth"", ""Width of the UI overlay in pixels"", 800);
 	c_UIOverlayHeight = config.RegisterInt(""UIOverlayHeight"", ""Height of the UI overlay in pixels"", 600);
 	c_ShowCrosshair = config.RegisterBool(""ShowCrosshair"", ""Display a floating crosshair in the world at the location you are aiming"", true);
 	// Control settings"
