repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
aframevr/aframe,2266,5dba9e8b4be8c760e1bc5c73eda18dbbc2031ca0,src/style/rStats.css,modified,1,0,1,"@@ -1,5 +1,6 @@
 .rs-base {
   background-color: #333;
+  color: #fafafa;
   border-radius: 0;
   font: 10px monospace;
   left: 5px;"
