repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
Okabintaro/SubmersedVR,16,57c5f7c746337c169dae3f1019ea5b0cfe99f6c1,SubmersedVR/Input/GUIHandPatches.cs,modified,1,0,1,"@@ -21,6 +21,7 @@ public static void Postfix(GameObject target, HandTargetEventType e, GUIHand han
             {
                 DirtyAllCanvases();
             }
+            VRCameraRig.instance?.SetWorldTarget(hand.activeTarget, hand.activeHitDistance);
         }
     }
 }
\ No newline at end of file"
Okabintaro/SubmersedVR,16,57c5f7c746337c169dae3f1019ea5b0cfe99f6c1,SubmersedVR/VR/VRCameraRig.cs,modified,0,16,16,"@@ -497,22 +497,6 @@ public static void Postfix(ArmsController __instance)
         }
     }
 
-    // Get the current raycast world target from GUIHand to use for the laserpointer on right hand
-    [HarmonyPatch(typeof(GUIHand), nameof(GUIHand.UpdateActiveTarget))]
-    public static class GUIHandPatch
-    {
-        [HarmonyPostfix]
-        public static void Postfix(GUIHand __instance)
-        {
-            var rig = VRCameraRig.instance;
-            if (rig == null)
-            {
-                return;
-            }
-            rig.SetWorldTarget(__instance.activeTarget, __instance.activeHitDistance);
-        }
-    }
-
     // Don't disable the the automatic camera tracking of the UI Camera in the Main Game
     [HarmonyPatch(typeof(ManagedCanvasUpdate), nameof(ManagedCanvasUpdate.GetUICamera))]
     public static class PatchCameraTrackingDisabled"
Okabintaro/SubmersedVR,16,57c5f7c746337c169dae3f1019ea5b0cfe99f6c1,SubmersedVR/VR/VRHud.cs,modified,0,2,2,"@@ -358,7 +358,6 @@ public static void Postfix(ref bool __result)
     }
 
     [HarmonyPatch(typeof(uGUI_SeamothHUD), nameof(uGUI_SeamothHUD.Update))]
-    [HarmonyDebug]
     public static class HideSeamothHudWhenHudOff
     {
         static IEnumerable<CodeInstruction> Transpiler(IEnumerable<CodeInstruction> instructions)
@@ -377,7 +376,6 @@ static IEnumerable<CodeInstruction> Transpiler(IEnumerable<CodeInstruction> inst
     }
 
     [HarmonyPatch(typeof(uGUI_ExosuitHUD), nameof(uGUI_ExosuitHUD.Update))]
-    [HarmonyDebug]
     public static class HideExosuitHudWhenHudOff
     {
         static IEnumerable<CodeInstruction> Transpiler(IEnumerable<CodeInstruction> instructions)"
