repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
Sacchan-VRC/MS-VRCSA-Billiards,14,41a5610f2aa024aed3f91ef82132544b5a5c633f,Modules/BilliardsModule/UdonScripts/NetworkingManager.cs,modified,1,0,1,"@@ -410,6 +410,7 @@ public void _OnGameStart(uint defaultBallsPocketed, Vector3[] ballPositions)
         turnStateSynced = 0;
         isTableOpenSynced = true;
         teamIdSynced = 0;
+        teamColorSynced = 0;
         fourBallCueBallSynced = 0;
         cueBallVSynced = Vector3.zero;
         cueBallWSynced = Vector3.zero;"
