repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
aframevr/aframe,3376,28bc85dd371cb25d7eda9158aabef8962ccd6a65,src/components/hand-controls.js,modified,1,1,2,"@@ -319,7 +319,7 @@ module.exports.Component = registerComponent('hand-controls', {
     // Grab clip action.
     toAction = mesh.mixer.clipAction(gesture);
     toAction.clampWhenFinished = true;
-    toAction.loop = THREE.PingPong;
+    toAction.loop = THREE.LoopRepeat;
     toAction.repetitions = 0;
     toAction.timeScale = reverse ? -1 : 1;
     toAction.weight = 1;"
