repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
aframevr/aframe,5625,112df7dae23e9162e3fa843148c166162c2a879e,src/components/cursor.js,modified,1,0,1,"@@ -196,6 +196,7 @@ module.exports.Component = registerComponent('cursor', {
       el.removeEventListener(upEvent, self.onCursorUp);
     });
     el.removeEventListener('raycaster-intersection', this.onIntersection);
+    el.removeEventListener('raycaster-closest-entity-changed', this.onIntersection);
     el.removeEventListener('raycaster-intersection-cleared', this.onIntersectionCleared);
     canvas.removeEventListener('mousemove', this.onMouseMove);
     canvas.removeEventListener('touchstart', this.onMouseMove);"
