repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
ExtendRealityLtd/VRTK,995,b8d4f5b,Assets/VRTK/Scripts/UI/VRTK_UICanvas.cs,modified,1,0,1,"@@ -118,6 +118,7 @@ private void CreateDraggablePanel(Canvas canvas, Vector2 canvasSize)
             {
                 var draggablePanel = new GameObject(CANVAS_DRAGGABLE_PANEL);
                 draggablePanel.AddComponent<RectTransform>();
+                draggablePanel.AddComponent<LayoutElement>().ignoreLayout = true;
                 draggablePanel.AddComponent<Image>().color = Color.clear;
                 draggablePanel.AddComponent<EventTrigger>();
                 draggablePanel.transform.SetParent(canvas.transform);"
