repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
Samsung/GearVRf,534,e7156c6566ba9f4bdffada7d1d178b34c56cc310,GVRf/Framework/framework/src/main/java/org/gearvrf/scene_objects/GVRTextViewSceneObject.java,modified,1,0,1,"@@ -128,6 +128,7 @@ public GVRTextViewSceneObject(GVRContext gvrContext, float width, float height,
         final GVRActivity activity = gvrContext.getActivity();
         mTextView = new TextView(activity);
         mTextView.setBackgroundColor(Color.TRANSPARENT);
+        mTextView.setTextColor(Color.WHITE);
         mTextView.setText(text);
         mTextView.setVisibility(View.VISIBLE);
         mTextView.setLayoutParams(new LayoutParams(canvasWidth, canvasHeight));"
