repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
doodlum/skyrim-community-shaders,1264,c417c29bddf013a09427c23e280c4dc366214139,src/Features/ExtendedTranslucency.h,modified,1,0,1,"@@ -10,6 +10,7 @@ struct ExtendedTranslucency final : Feature
 	virtual inline std::string GetName() override { return ""Extended Translucency""; }
 	virtual inline std::string GetShortName() override { return ""ExtendedTranslucency""; }
 	virtual inline std::string_view GetShaderDefineName() override { return ""EXTENDED_TRANSLUCENCY""; }
+	virtual inline std::string_view GetCategory() const override { return ""Lighting""; }
 	virtual bool HasShaderDefine(RE::BSShader::Type shaderType) override { return RE::BSShader::Type::Lighting == shaderType; };
 	virtual void PostPostLoad() override;
 	virtual void DrawSettings() override;"
