repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
aframevr/aframe-inspector,801,65433d127300e578f1e037452583abf3a8df35e9,src/lib/cameras.js,modified,2,1,3,"@@ -39,7 +39,8 @@ export function initCameras(inspector) {
   perspectiveCamera.far = 10000;
   perspectiveCamera.near = 0.01;
   perspectiveCamera.position.set(0, 1.6, 2);
-  perspectiveCamera.lookAt(new THREE.Vector3(0, 1.6, -1));
+  const center = new THREE.Vector3(0, 1.6, 0); // same as in viewport.js
+  perspectiveCamera.lookAt(center);
   perspectiveCamera.updateMatrixWorld();
   sceneEl.object3D.add(perspectiveCamera);
   sceneEl.camera = perspectiveCamera;"
