repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
aframevr/aframe,2493,78e54fdc2ba9b6034c9d1b5859c63037f3c0612a,src/style/aframe.css,modified,0,1,1,"@@ -136,7 +136,6 @@ a-scene audio {
   width: 100%;
   font-weight: 200;
   line-height: 16px;
-  height: 10%;
   position: absolute;
   right: 20px;
   bottom: 20px;"
