repo,issue_id,commit_sha,filename,file_status,additions,deletions,changes,patch
alvr-org/ALVR,80,e435874459f3e573a1b28f4cb0f63f9ac942ec0a,ALVR/Launcher.Designer.cs,modified,1,0,1,"@@ -788,6 +788,7 @@ private void InitializeComponent()
             this.bitrateTrackBar.BackColor = System.Drawing.Color.Transparent;
             this.bitrateTrackBar.DataBindings.Add(new System.Windows.Forms.Binding(""Value"", global::ALVR.Properties.Settings.Default, ""bitrate"", true, System.Windows.Forms.DataSourceUpdateMode.OnPropertyChanged));
             this.bitrateTrackBar.Location = new System.Drawing.Point(184, 38);
+            this.bitrateTrackBar.Maximum = 250;
             this.bitrateTrackBar.Minimum = 1;
             this.bitrateTrackBar.Name = ""bitrateTrackBar"";
             this.bitrateTrackBar.Size = new System.Drawing.Size(368, 23);"
