repo,id,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5,majority_vote,final_label
ValveSoftware/openvr,1123,visual,visual,visual,visual,visual,visual,visual
vercel/vrs,54,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,17802,visual,visual,visual,visual,visual,visual,visual
gearvrf/GearVRf-Demos,387,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
TomorrowTodayLabs/NewtonVR,46,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
IdeaSpaceVR/aframe-particle-system-component,39,visual,visual,visual,visual,visual,visual,visual
caelum/vraptor4,465,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Server,74,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
bulletphysics/bullet3,408,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
VisActor/VRender,552,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ddiakopoulos/polymer,33,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,2628,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
alvr-org/ALVR,1632,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
Crunch-io/nightwatch-vrt,16,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,31195,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Chainsawkitten/Deathcap,375,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
TrevTV/DawnVR,16,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Ybalrid/OpenXR-API-Layer-Template,4,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,8232,visual,visual,visual,visual,visual,visual,visual
reinterpretcat/vrp,139,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
fbriggs/lifecast_public,86,visual,visual,visual,visual,visual,visual,visual
ExtendRealityLtd/VRTK,2039,visual,visual,visual,visual,visual,visual,visual
ga4gh/vrs-python,223,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
pmndrs/xr,199,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,3072,visual,visual,visual,visual,visual,visual,visual
vittorioromeo/quakevr,42,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,22106,visual,visual,visual,visual,visual,visual,visual
CognitiveVR/cvr-sdk-unity,202,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
julrog/nn_vis,19,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
xbapps/xbvr,1674,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,130,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
secondlife/viewer,1158,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,233,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ROCm/MIVisionX,601,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mordentral/VRExpPluginExample,24,visual,visual,non_visual,visual,visual,visual,visual
webaverse/app,561,visual,visual,visual,visual,visual,visual,visual
jariz/homeassistant-basestation,14,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ReactVision/virocore,150,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
rollingrock/EngineFixesVR,16,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,27606,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,3137,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,19807,visual,visual,visual,visual,visual,visual,visual
ngokevin/aframe-core,662,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/openvr,888,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
pmndrs/xr,69,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrapper/vrapper,423,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ThomasGaubert/zephyr,287,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
GodotVR/godot_openxr_for_godot_3.x,152,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
dani/vroom,9,visual,visual,visual,visual,visual,visual,visual
OpenKneeboard/OpenKneeboard,344,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
webaverse/app,2695,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,869,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,8393,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
stitchEm/stitchEm,21,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-unity-sdk,253,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
KhronosGroup/OpenXR-Tutorials,139,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vittorioromeo/quakevr,33,visual,visual,visual,visual,visual,visual,visual
mayognaise/aframe-mouse-cursor-component,1,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
pixiv/three-vrm,471,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,12238,visual,visual,visual,visual,visual,visual,visual
OpenKneeboard/OpenKneeboard,502,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
scenerygraphics/scenery,606,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
VisActor/VRender,1245,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/InputSystem,1683,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
scenerygraphics/scenery,202,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,345,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nanome-ai/nanome-lib,322,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-android-sdk,240,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,4663,visual,visual,visual,non_visual,visual,visual,visual
OSVR/SteamVR-OSVR,131,visual,visual,visual,visual,visual,visual,visual
dotnet/Silk.NET,1696,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-unity-sdk,555,visual,visual,visual,visual,visual,visual,visual
dantman/elite-vr-cockpit,195,visual,visual,visual,visual,visual,visual,visual
vertyco/vrt-cogs,177,visual,visual,visual,visual,visual,visual,visual
webaverse/app,500,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
seckincengiz/xr,3,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-android-sdk,598,visual,visual,visual,visual,visual,visual,visual
ir-engine/etherealengine-archive,9220,visual,visual,visual,visual,visual,visual,visual
vrcx-team/VRCX,699,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Server,897,visual,visual,visual,visual,visual,visual,visual
rav3dev/vrtwix,3,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
Ys-sudo/puuf-vr-project,7,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
tidyverse/vroom,89,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
polygraphene/ALVR,401,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,706,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/EditorXR,435,visual,visual,visual,visual,visual,visual,visual
VROOM-Project/vroom,596,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alvr-org/ALVR,947,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
osrf/vrx,484,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
caelum/vraptor4,836,non_visual,visual,visual,non_visual,non_visual,non_visual,non_visual
icosa-foundation/open-brush,38,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ReactVision/viro,254,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,22279,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,5282,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,19664,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
archilogic-com/3dio-js,83,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Tracker-ESP,125,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,18214,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vircadia/vircadia-web,220,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Supreeeme/xrizer,169,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
JingyunLiang/VRT,7,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,3734,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/ir-engine,2287,visual,visual,visual,visual,non_visual,visual,visual
mrdoob/three.js,27682,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
vrchatapi/vrchatapi.github.io,139,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ROCm/MIVisionX,1246,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/InputSystem,1532,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,20313,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,22766,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vizorvr/patches,877,visual,visual,visual,visual,visual,visual,visual
ByteDance-Seed/SeedVR,3,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,1994,visual,visual,visual,visual,visual,visual,visual
fbriggs/lifecast_public,27,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Silverlan/pragma,131,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-unity-sdk,102,visual,non_visual,visual,visual,visual,visual,visual
cosmoscout/cosmoscout-vr,56,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
add-ons/plugin.video.vrt.nu,1042,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
hackforla/VRMS,409,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,4740,visual,visual,visual,visual,visual,visual,visual
add-ons/plugin.video.vrt.nu,1104,visual,visual,visual,visual,visual,visual,visual
overte-org/overte,85,visual,visual,visual,visual,visual,visual,visual
hackforla/VRMS,1147,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,14337,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
facebookarchive/react-360,64,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
osrf/vrx,633,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ROCm/MIVisionX,1379,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
OpenKneeboard/OpenKneeboard,729,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,24398,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
hackforla/VRMS,967,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrnetlab/vrnetlab,12,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,25252,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Samsung/GearVRf,938,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
ir-engine/ir-engine,2051,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,1562,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
praydog/UEVR,126,visual,visual,non_visual,non_visual,visual,visual,visual
KozGit/DOOM-3-BFG-VR,101,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
kurotu/VRCQuestTools,108,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,24528,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
add-ons/plugin.video.vrt.nu,204,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
VROOM-Project/vroom,1118,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,26202,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
clarte53/GaussianSplattingVRViewerUnity,19,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
V-Sekai/v-sekai-game,495,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,930,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
pmndrs/xr,53,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alvr-org/ALVR,2185,visual,visual,visual,visual,visual,visual,visual
vrcx-team/VRCX,1,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Silverlan/pragma,171,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Juniper/contrail-vrouter,88,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bhouston/threeify,43,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
Sorakage033/SlimeVR-CheeseCake,18,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
PyVRP/PyVRP,441,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
matzman666/OpenVR-InputEmulator,6,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
praydog/REFramework,168,visual,visual,visual,visual,visual,visual,visual
TheFitzZZ/DCS-Config-Manager,25,visual,visual,visual,visual,visual,visual,visual
LWJGL/lwjgl3,810,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
the3deer/android-3D-model-viewer,30,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/etherealengine-archive,7819,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
xbapps/xbvr,51,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
viromedia/viro,623,visual,visual,visual,visual,visual,visual,visual
xbapps/xbvr,2015,visual,visual,visual,visual,visual,visual,visual
brandonmousseau/vhvr-mod,107,visual,visual,visual,visual,visual,visual,visual
vrcx-team/VRCX,153,non_visual,visual,non_visual,non_visual,visual,non_visual,non_visual
StereoKit/StereoKit,481,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Chainsawkitten/Deathcap,265,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
1runeberg/xrlib-demos,4,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
immersive-web/webxr,40,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
reinterpretcat/utymap,36,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,1644,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alvr-org/ALVR,1621,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,19766,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
amiaopensource/vrecord,508,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,3309,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
amiaopensource/vrecord,738,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Nyabsi/VRCAA,88,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,2100,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
hammy275/immersive-mc,603,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/openvr,1196,visual,visual,visual,visual,visual,visual,visual
alvr-org/ALVR,1918,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
ir-engine/ir-engine,1845,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
VisActor/VRender,1628,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ROCm/MIVisionX,232,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/etherealengine-archive,878,visual,visual,visual,visual,visual,visual,visual
hammy275/immersive-mc,129,visual,visual,visual,visual,visual,visual,visual
ValveSoftware/steam-audio,124,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
pixiv/three-vrm,518,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ReactVision/viro,322,visual,visual,visual,visual,visual,visual,visual
alvr-org/ALVR,356,visual,visual,visual,visual,visual,visual,visual
googlevr/gvr-ios-sdk,191,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,5528,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nagadomi/nunif,79,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
MozillaReality/WebXR-emulator-extension,57,visual,visual,visual,visual,visual,visual,visual
ValveSoftware/SteamVR-for-Linux,798,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,1403,visual,visual,visual,visual,visual,visual,visual
praydog/UEVR,362,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,463,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
add-ons/plugin.video.vrt.nu,634,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vasturiano/3d-force-graph-vr,56,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nosix/nreal-alvr,4,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
doodlum/skyrim-community-shaders,533,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
CognitiveVR/cvr-sdk-unreal,58,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
lowtalkers/escape-reality,151,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,6928,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/steam-audio,116,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ga4gh/vrs-python,162,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
brandonmousseau/vhvr-mod,324,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
pmndrs/xr,309,visual,visual,visual,visual,visual,visual,visual
EllyVR/VRCVideoCacher,42,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,134,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/steam-audio,468,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,61,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vectordotdev/vrl,247,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,5793,visual,visual,visual,visual,visual,visual,visual
dotnet/Silk.NET,2225,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,674,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,681,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
boku-ilen/landscapelab,332,visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
cosmoscout/cosmoscout-vr,255,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
secondlife/viewer,490,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
microsoft/Microsoft-OpenXR-Unreal,74,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/InputSystem,738,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
xbapps/xbvr,42,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
frustra/strayphotons,63,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,10306,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
VRCBilliards/vrcbce,49,visual,visual,visual,visual,visual,visual,visual
vizorvr/patches,85,non_visual,visual,visual,non_visual,non_visual,non_visual,non_visual
hackforla/VRMS,401,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,12,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
google/vroom,130,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,3512,non_visual,visual,visual,visual,visual,visual,visual
ga4gh/vrs,7,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LWJGL/lwjgl3,206,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,2343,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
mbucchia/OpenXR-Layer-Template,5,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,29695,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
stereolabs/zed-unity,6,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
immersive-web/webxr,823,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-android-sdk,17,visual,visual,visual,visual,visual,visual,visual
vrc-get/vrc-get,1373,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
hammy275/immersive-mc,610,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,3017,visual,visual,visual,visual,visual,visual,visual
XRTK/com.xrtk.core,399,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,5900,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,9151,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bitcoin-vr/bitcoin-vr,27,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
VirtualCheap/OpenVRCardBoard,2,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vimeo/vimeo-unity-sdk,133,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,22706,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LucidVR/opengloves-driver,137,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/vrm.dev,377,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
osrf/vrx,51,visual,visual,visual,visual,visual,visual,visual
polygraphene/ALVR,326,visual,visual,visual,visual,visual,visual,visual
hackforla/VRMS,297,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
vircadia/vircadia-native-core,1192,visual,visual,visual,visual,visual,visual,visual
alvr-org/ALVR,1668,visual,visual,visual,visual,visual,visual,visual
xbapps/xbvr,1704,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
webaverse/app,3071,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
XRTK/com.xrtk.core,869,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
saturday06/VRM-Addon-for-Blender,84,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,22599,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
OpenKneeboard/OpenKneeboard,111,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
PyVRP/PyVRP,746,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,6604,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
GodotVR/godot_openxr_vendors,366,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
De-Panther/unity-webxr-export,114,visual,visual,visual,visual,visual,visual,visual
ExtendRealityLtd/VRTK,607,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,5488,visual,visual,visual,visual,visual,visual,visual
scenerygraphics/scenery,73,visual,visual,visual,visual,visual,visual,visual
nanome-ai/nanome-lib,180,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
jrbudda/Vivecraft_112,145,visual,visual,visual,non_visual,visual,visual,visual
overte-org/overte,119,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,1245,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,28289,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
jbaicoianu/janusweb,111,visual,visual,visual,non_visual,visual,visual,visual
immersive-web/webxr,115,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
webaverse/app,2311,visual,visual,visual,visual,visual,visual,visual
zc-alexfan/arctic,59,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/steamvr_unreal_plugin,53,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/openvr,350,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aardvarkxr/aardvark,103,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Chainsawkitten/Deathcap,763,visual,visual,visual,visual,visual,visual,visual
webaverse/app,1017,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,1343,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,1315,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
overte-org/overte,1439,visual,visual,visual,visual,visual,visual,visual
qualisys/QTM-Connect-For-Unity,33,visual,visual,visual,visual,non_visual,visual,visual
secondlife/viewer,1488,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vasturiano/react-force-graph,307,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,2700,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
videojs/videojs-vr,129,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
DiligentGraphics/DiligentCore,307,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,15097,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,26230,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,30593,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alvr-org/ALVR,2733,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,26780,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,2390,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,27532,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,2964,visual,visual,visual,visual,visual,visual,visual
LucidVR/opengloves-driver,123,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
OpenKneeboard/OpenKneeboard,46,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vizorvr/patches,559,visual,visual,visual,visual,visual,visual,visual
gpac/gpac,2335,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
