repo,id,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5,majority_vote,final_label
VROOM-Project/vroom,576,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,492,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
webaverse/app,2522,visual,visual,visual,visual,visual,visual,visual
gpac/gpac,1003,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,1360,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
add-ons/plugin.video.vrt.nu,1219,visual,visual,visual,visual,non_visual,visual,visual
fabio914/RealityMixer,59,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
scenerygraphics/scenery,590,visual,visual,visual,visual,visual,visual,visual
KhronosGroup/OpenXR-Tutorials,137,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,24685,visual,visual,visual,visual,visual,visual,visual
ValveSoftware/the_lab_renderer,19,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,899,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
exokitxr/exokit,1275,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,8054,visual,visual,visual,visual,visual,visual,visual
ExtendRealityLtd/VRTK,1495,visual,visual,visual,visual,visual,visual,visual
saturday06/VRM-Addon-for-Blender,905,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrcx-team/VRCX,865,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,10035,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
felixmariotto/three-mesh-ui,105,visual,non_visual,visual,visual,visual,visual,visual
Samsung/GearVRf,607,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
rsanchezsaez/CardboardSDK-iOS,9,visual,visual,visual,visual,visual,visual,visual
playcanvas/engine,7816,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,30324,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,1984,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,1530,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vizorvr/patches,184,visual,visual,visual,visual,visual,visual,visual
xbapps/xbvr,1605,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,22656,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
PyVRP/PyVRP,439,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/InputSystem,1579,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
dotnet/Silk.NET,2001,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
googlevr/gvr-ios-sdk,72,visual,visual,visual,visual,visual,visual,visual
Unity-Technologies/EditorXR,238,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
exokitxr/exokit,168,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,492,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mobfishgmbh/Cardboard-VR-Unity-SDK,61,visual,visual,visual,visual,visual,visual,visual
webaverse/app,406,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,13923,visual,visual,visual,visual,non_visual,visual,visual
widgetti/ipyvolume,235,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,5443,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ga4gh/vrs-python,34,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
DiligentGraphics/DiligentCore,117,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
Bebb-Protocol-and-Apps/PWS,27,visual,visual,visual,visual,non_visual,visual,visual
MozillaReality/WebXR-emulator-extension,170,visual,visual,visual,visual,visual,visual,visual
n5ro/aframe-physics-system,140,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
pottedmeat7/OpenVR-WalkInPlace,89,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,1969,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,296,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,21728,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,7462,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/steamvr_unreal_plugin,170,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
watson-developer-cloud/unity-sdk,562,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
immersive-web/webxr-input-profiles,240,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
facebookarchive/Surround360,124,visual,visual,visual,non_visual,visual,visual,visual
StereoKit/StereoKit,149,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
webaverse/app,3696,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrcx-team/VRCX,502,visual,visual,visual,visual,visual,visual,visual
vrc-get/vrc-get,859,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,8351,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
osrf/vrx,125,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,1299,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Server,152,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
immersive-web/webxr,430,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,27138,visual,visual,visual,visual,visual,visual,visual
xbapps/xbvr,1877,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
jrouwe/JoltPhysics,931,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
jrouwe/JoltPhysics,1723,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gearvrf/GearVRf-Demos,12,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,26758,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrapper/vrapper,86,visual,visual,visual,visual,visual,visual,visual
Samsung/GearVRf,132,visual,visual,visual,visual,visual,visual,visual
playcanvas/engine,6298,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
maine-imre/handwaver,53,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
uezo/aiavatarkit,26,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
saturday06/VRM-Addon-for-Blender,139,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,2591,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/InputSystem,1721,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,13925,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
VROOM-Project/vroom-docker,19,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
facebookarchive/react-360,197,visual,visual,visual,non_visual,visual,visual,visual
Kuifje02/vrpy,33,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
V-Sekai/v-sekai-game,391,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/ir-engine,2308,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
tikimcfee/LookAtThat,1,visual,visual,visual,visual,visual,visual,visual
immersive-web/webxr-polyfill,8,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
LWJGL/lwjgl3,382,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
little-core-labs/axis3d,15,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mcxr-org/MCXR,53,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,7686,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
lulupointu/vrouter,58,visual,visual,non_visual,visual,visual,visual,visual
ThomasGaubert/zephyr,699,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
PlumCantaloupe/circlesxr,214,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
aframevr/aframe-inspector,704,visual,visual,visual,visual,visual,visual,visual
Project-Babble/ProjectBabble,92,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,22751,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/bvh2vrma,9,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
doodlum/skyrim-community-shaders,464,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
MozillaReality/WebXR-emulator-extension,29,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe-inspector,567,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SlimeVR/SlimeVR-Server,887,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
tappi287/openvr_fsr_app,13,visual,visual,visual,visual,visual,visual,visual
ir-engine/etherealengine-archive,6706,non_visual,non_visual,visual,non_visual,visual,non_visual,non_visual
grodno-vr/grodno-vr.github.io,31,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
acidrainstudios/TrueReality,56,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
xiaoye97/VRoidChinese,9,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ExtendRealityLtd/VRTK,1782,visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
hammy275/immersive-mc,356,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,13545,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,7531,visual,visual,visual,visual,visual,visual,visual
vircadia/vircadia-native-core,1348,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vizorvr/patches,1651,visual,visual,visual,visual,visual,visual,visual
De-Panther/unity-webxr-export,14,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alloystorm/dvvr,221,visual,visual,visual,visual,visual,visual,visual
googlevr/gvr-android-sdk,428,visual,visual,visual,visual,visual,visual,visual
secondlife/viewer,4384,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
StereoKit/StereoKit,762,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mcxr-org/MCXR,25,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,20554,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,1508,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,14788,visual,visual,visual,visual,visual,visual,visual
vmware/terraform-provider-vra,144,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/InputSystem,1149,visual,visual,visual,visual,visual,visual,visual
KhronosGroup/OpenXR-SDK-Source,190,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Nibre/MotherVR,149,visual,visual,visual,visual,visual,visual,visual
VROOM-Project/vroom,424,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
gpac/gpac,3000,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
hackforla/VRMS,1281,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
pixiv/three-vrm,834,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
amiaopensource/vrecord,848,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,17032,visual,visual,visual,visual,visual,visual,visual
CertainLach/VivePro2-Linux-Driver,36,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,406,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
alvr-org/ALVR,718,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bjornbytes/lovr,61,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,13610,visual,visual,visual,visual,visual,visual,visual
kurotu/VRCQuestTools,94,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,5120,visual,visual,visual,visual,visual,visual,visual
exokitxr/exokit,33,visual,non_visual,non_visual,visual,visual,visual,visual
Unity-Technologies/InputSystem,1869,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
pushrax/OpenVR-SpaceCalibrator,3,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,7964,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
saturday06/VRM-Addon-for-Blender,840,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,4662,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
VisActor/VRender,1814,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Unity-Technologies/InputSystem,113,visual,visual,visual,visual,visual,visual,visual
playcanvas/engine,689,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
google/vroom,129,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe-registry,35,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,22668,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,5428,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,25842,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,170,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
webaverse/app,3507,visual,visual,visual,visual,visual,visual,visual
vrapper/vrapper,478,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Vivero/Kerbal-VR,29,visual,visual,visual,visual,visual,visual,visual
KhronosGroup/OpenXR-Docs,111,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
secondlife/viewer,2907,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,887,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,1792,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
SubsurfaceStudios/CompensationAPI,22,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,7722,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,14463,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
V-Sekai/v-sekai-game,529,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrcx-team/VRCX,1214,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,2457,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,13851,visual,visual,visual,visual,visual,visual,visual
xbapps/xbvr,1748,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vircadia/vircadia-native-core,1274,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
leetvr/hotham,362,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ultraleap/UnityPlugin,1002,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,4936,visual,visual,visual,visual,visual,visual,visual
XRTK/com.xrtk.core,709,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
gpac/gpac,3142,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/a-painter,108,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
dghost/quake2vr,47,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
scenerygraphics/scenery,749,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nanome-ai/nanome-lib,342,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrc-get/vrc-get,1576,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
ecere/ecere-sdk,35,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
widgetti/ipyvolume,298,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
immersive-web/webxr,362,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
Raicuparta/nomai-vr,59,visual,visual,visual,visual,visual,visual,visual
bwRavencl/ControllerBuddy,119,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
osrf/vrx,25,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
galister/wlx-overlay-s,152,visual,visual,visual,visual,visual,visual,visual
webaverse/app,3360,visual,visual,visual,visual,visual,visual,visual
vircadia/vircadia-native-core,1434,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
phreeza/tensorflow-vrnn,1,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
DaXcess/LCVR,51,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,19618,visual,visual,visual,visual,visual,visual,visual
ROCm/MIVisionX,1264,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,22161,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,18142,visual,visual,visual,visual,visual,visual,visual
ultraleap/UnityPlugin,81,visual,visual,visual,non_visual,visual,visual,visual
RyanStonebraker/Derelict,20,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
okawo80085/hobo_vr,32,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,12597,visual,visual,non_visual,visual,visual,visual,visual
ir-engine/etherealengine-archive,436,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
DiligentGraphics/DiligentCore,41,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vasturiano/react-force-graph,431,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ROCm/MIVisionX,1363,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
CognitiveVR/cvr-sdk-unity,60,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nagadomi/nunif,263,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
MichaelJW/DorsalVR,17,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,951,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,31881,visual,visual,visual,visual,visual,visual,visual
ROCm/MIVisionX,547,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,7061,visual,visual,visual,visual,visual,visual,visual
xdspacelab/openvslam,355,non_visual,visual,non_visual,non_visual,non_visual,non_visual,non_visual
Xiexe/VRCInventorySystem-DEPREACTED---USE-AVATARS-3.0-,1,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/steam-audio,43,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
ir-engine/etherealengine-archive,6742,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
mrdoob/three.js,21485,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
jrbudda/Vivecraft_116,71,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,26792,visual,visual,visual,visual,visual,visual,visual
TrueOsiris/docker-vrising,16,non_visual,non_visual,non_visual,non_visual,visual,non_visual,non_visual
MTASZTAKI/ApertusVR,120,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,2580,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nix-community/nixpkgs-xr,363,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
caelum/vraptor,4,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vasturiano/aframe-forcegraph-component,39,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,27775,visual,visual,visual,visual,visual,visual,visual
pottedmeat7/OpenVR-WalkInPlace,67,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
dotnet/Silk.NET,1532,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vasturiano/react-force-graph,14,visual,visual,visual,visual,visual,visual,visual
bjornbytes/lovr,162,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ValveSoftware/steamvr_unity_plugin,291,visual,visual,visual,visual,visual,visual,visual
aframevr/aframe,969,visual,visual,visual,visual,non_visual,visual,visual
mrdoob/three.js,23580,visual,visual,visual,visual,visual,visual,visual
pixiv/three-vrm,454,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
RViMLab/vrviz,17,visual,visual,visual,visual,visual,visual,visual
space-chat/space-chat,122,visual,visual,visual,visual,visual,visual,visual
jrouwe/JoltPhysics,1489,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bulletphysics/bullet3,3198,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
34j/vr180-convert,45,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,13057,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,2484,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ruyo/VRM4U,26,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
StereoKit/StereoKit,63,visual,visual,visual,visual,non_visual,visual,visual
virtual-cast/babylon-vrm-loader,15,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
boku-ilen/landscapelab,60,visual,visual,visual,visual,visual,visual,visual
okawo80085/hobo_vr,18,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ReactVision/viro,84,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
VisActor/VRender,1811,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
matzman666/OpenVR-InputEmulator,125,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
nix-community/nixpkgs-xr,162,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
playcanvas/engine,672,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/etherealengine-archive,3135,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ir-engine/etherealengine-archive,8292,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
scenerygraphics/scenery,174,visual,visual,visual,visual,visual,visual,visual
ROCm/MIVisionX,1250,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,14439,visual,visual,visual,visual,visual,visual,visual
uic-evl/omegalib,14,visual,visual,visual,visual,visual,visual,visual
ExtendRealityLtd/VRTK,109,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
mrdoob/three.js,1316,visual,visual,visual,visual,visual,visual,visual
Samsung/GearVRf,812,visual,visual,visual,non_visual,visual,visual,visual
Unity-Technologies/EditorXR,273,visual,visual,visual,visual,visual,visual,visual
aframevr/aframe-inspector,518,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrm-c/UniVRM,466,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ROCm/MIVisionX,701,non_visual,non_visual,non_visual,visual,non_visual,non_visual,non_visual
GPUOpen-LibrariesAndSDKs/Radeon-ReLive-VR,78,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vrnetlab/vrnetlab,224,visual,visual,visual,visual,visual,visual,visual
bulletphysics/bullet3,2735,visual,visual,visual,visual,visual,visual,visual
AltspaceVR/AltspaceSDK,187,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
KhronosGroup/OpenXR-SDK-Source,484,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
praydog/REFramework,302,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Samsung/GearVRf,167,visual,visual,visual,visual,visual,visual,visual
mbucchia/OpenXR-Toolkit,313,non_visual,non_visual,visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,2260,visual,visual,visual,visual,visual,visual,visual
watson-developer-cloud/unity-sdk,48,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,23827,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
mrdoob/three.js,24514,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
Arda-Computer/Arda,40,visual,visual,visual,visual,visual,visual,visual
Project-Splinter/MonoPort,6,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,20625,visual,visual,visual,visual,visual,visual,visual
Silverlan/pragma,16,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
yangKJ/Harbeth,16,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,22749,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
vasturiano/react-force-graph,189,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
webaverse/app,2976,visual,visual,visual,visual,visual,visual,visual
ultraleap/UnityPlugin,369,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
StunlockStudios/vrising-dedicated-server-instructions,73,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
saturday06/VRM-Addon-for-Blender,681,visual,visual,visual,visual,visual,visual,visual
ILLIXR/ILLIXR,448,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
praydog/REFramework,655,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
bjornbytes/lovr,435,visual,visual,visual,visual,visual,visual,visual
mrdoob/three.js,18594,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
xbapps/xbvr,2091,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
polygraphene/ALVR,657,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
ultraleap/UnityPlugin,982,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
aframevr/aframe,3409,visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
secondlife/viewer,481,non_visual,visual,visual,visual,visual,visual,visual
ValveSoftware/steamvr_unity_plugin,1001,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual,non_visual
secondlife/viewer,3373,visual,visual,visual,visual,visual,visual,visual
